iter	Passed	Remaining
1664	43949	8842
1665	43968	8814
1666	43989	8787
1667	44013	8760
1668	44040	8734
1669	44068	8708
1670	44097	8682
1671	44122	8655
1672	44147	8628
1673	44173	8602
1674	44197	8575
1675	44220	8548
1676	44244	8521
1677	44269	8495
1678	44290	8467
1679	44319	8441
1680	44344	8415
1681	44368	8388
1682	44397	8362
1683	44422	8335
1684	44449	8309
1685	44475	8283
1686	44494	8255
1687	44522	8229
1688	44546	8202
1689	44572	8176
1690	44594	8148
1691	44607	8120
1692	44631	8093
1693	44658	8067
1694	44687	8041
1695	44714	8014
1696	44736	7987
1697	44761	7961
1698	44783	7934
1699	44808	7907
1700	44834	7881
1701	44860	7854
1702	44886	7828
1703	44909	7801
1704	44935	7774
1705	44960	7748
1706	44980	7720
1707	45006	7694
1708	45031	7667
1709	45057	7641
1710	45085	7615
1711	45108	7588
1712	45134	7561
1713	45161	7535
1714	45188	7509
1715	45211	7482
1716	45242	7457
1717	45271	7431
1718	45294	7404
1719	45319	7377
1720	45343	7350
1721	45367	7324
1722	45393	7297
1723	45420	7271
1724	45445	7244
1725	45471	7218
1726	45500	7192
1727	45524	7165
1728	45540	7137
1729	45564	7111
1730	45576	7082
1731	45601	7056
1732	45622	7028
1733	45644	7002
1734	45668	6975
1735	45692	6948
1736	45722	6922
1737	45749	6896
1738	45775	6870
1739	45800	6843
1740	45827	6817
1741	45854	6791
1742	45878	6764
1743	45894	6736
1744	45917	6709
1745	45946	6684
1746	45967	6657
1747	45989	6630
1748	46014	6603
1749	46038	6576
1750	46065	6550
1751	46091	6524
1752	46117	6498
1753	46138	6471
1754	46160	6444
1755	46188	6417
1756	46208	6390
1757	46225	6363
1758	46252	6337
1759	46277	6310
1760	46300	6283
1761	46324	6257
1762	46351	6231
1763	46374	6204
1764	46400	6178
1765	46416	6150
1766	46440	6123
1767	46451	6095
1768	46474	6068
1769	46497	6042
1770	46522	6015
1771	46542	5988
1772	46567	5962
1773	46592	5935
1774	46618	5909
1775	46646	5883
1776	46674	5857
1777	46687	5829
1778	46712	5802
1779	46739	5776
1780	46763	5750
1781	46787	5723
1782	46808	5696
1783	46835	5670
1784	46863	5644
1785	46890	5618
1786	46916	5592
1787	46943	5565
1788	46967	5539
1789	46991	5513
1790	47017	5486
1791	47030	5458
1792	47057	5432
1793	47083	5406
1794	47113	5380
1795	47138	5354
1796	47163	5327
1797	47187	5301
1798	47211	5274
1799	47234	5248
1800	47258	5221
1801	47282	5195
1802	47298	5167
1803	47326	5141
1804	47355	5115
1805	47381	5089
1806	47408	5063
1807	47434	5037
1808	47464	5011
1809	47513	4987
1810	47545	4961
1811	47573	4935
1812	47608	4910
1813	47635	4884
1814	47665	4858
1815	47692	4832
1816	47705	4804
1817	47729	4778
1818	47753	4751
1819	47776	4725
1820	47802	4698
1821	47827	4672
1822	47851	4646
1823	47876	4619
1824	47904	4593
1825	47929	4567
1826	47957	4541
1827	47983	4514
1828	48011	4488
1829	48038	4462
1830	48064	4436
1831	48091	4410
1832	48115	4383
1833	48136	4356
1834	48162	4330
1835	48187	4304
1836	48213	4278
1837	48237	4251
1838	48267	4225
1839	48292	4199
1840	48318	4173
1841	48342	4146
1842	48371	4120
1843	48399	4094
1844	48424	4068
1845	48444	4041
1846	48463	4014
1847	48486	3988
1848	48512	3961
1849	48537	3935
1850	48565	3909
1851	48591	3883
1852	48607	3856
1853	48630	3829
1854	48652	3803
1855	48677	3776
1856	48702	3750
1857	48730	3724
1858	48753	3697
1859	48778	3671
1860	48802	3645
1861	48827	3618
1862	48841	3591
1863	48852	3564
1864	48879	3538
1865	48905	3511
1866	48927	3485
1867	48955	3459
1868	48977	3432
1869	48997	3406
1870	49020	3379
1871	49046	3353
1872	49072	3327
1873	49099	3301
1874	49126	3275
1875	49149	3248
1876	49176	3222
1877	49204	3196
1878	49224	3169
1879	49247	3143
1880	49275	3117
1881	49300	3091
1882	49320	3064
1883	49345	3038
1884	49371	3012
1885	49391	2985
1886	49419	2959
1887	49443	2933
1888	49463	2906
1889	49483	2879
1890	49508	2853
1891	49528	2827
1892	49552	2800
1893	49576	2774
1894	49597	2748
1895	49622	2721
1896	49647	2695
1897	49672	2669
1898	49696	2643
1899	49724	2617
1900	49750	2590
1901	49777	2564
1902	49803	2538
1903	49827	2512
1904	49854	2486
1905	49883	2460
1906	49907	2433
1907	49934	2407
1908	49951	2381
1909	49978	2355
1910	50010	2329
1911	50037	2302
1912	50059	2276
1913	50077	2250
1914	50101	2223
1915	50128	2197
1916	50146	2171
1917	50174	2145
1918	50195	2118
1919	50215	2092
1920	50240	2066
1921	50267	2040
1922	50294	2013
1923	50321	1987
1924	50342	1961
1925	50368	1935
1926	50397	1909
1927	50429	1883
1928	50456	1857
1929	50480	1830
1930	50505	1804
1931	50531	1778
1932	50552	1752
1933	50577	1726
1934	50605	1699
1935	50629	1673
1936	50653	1647
1937	50678	1621
1938	50701	1595
1939	50726	1568
1940	50750	1542
1941	50778	1516
1942	50808	1490
1943	50834	1464
1944	50859	1438
1945	50888	1412
1946	50913	1385
1947	50938	1359
1948	50964	1333
1949	50988	1307
1950	51015	1281
1951	51044	1255
1952	51073	1229
1953	51099	1202
1954	51123	1176
1955	51152	1150
1956	51174	1124
1957	51200	1098
1958	51224	1072
1959	51248	1045
1960	51278	1019
1961	51302	993
1962	51326	967
1963	51351	941
1964	51378	915
1965	51400	888
1966	51423	862
1967	51450	836
1968	51474	810
1969	51502	784
1970	51527	758
1971	51552	731
1972	51578	705
1973	51604	679
1974	51630	653
1975	51655	627
1976	51682	601
1977	51709	575
1978	51738	549
1979	51761	522
1980	51784	496
1981	51809	470
1982	51836	444
1983	51861	418
1984	51886	392
1985	51915	365
1986	51942	339
1987	51967	313
1988	51991	287
1989	52012	261
1990	52037	235
