iter	RMSE
315	84635.94157
316	84582.24067
317	84499.26219
318	84397.83381
319	84328.01955
320	84257.46353
321	84195.66617
322	84171.86122
323	84077.32751
324	84022.35978
325	83952.11944
326	83900.07903
327	83815.82662
328	83762.03851
329	83714.51025
330	83657.15174
331	83616.06288
332	83573.04384
333	83523.50052
334	83434.93221
335	83381.36015
336	83326.54767
337	83250.35977
338	83189.74726
339	83132.18563
340	83065.55393
341	83058.10457
342	82978.7342
343	82897.12618
344	82857.1173
345	82811.16737
346	82758.79855
347	82710.19858
348	82667.5667
349	82618.07839
350	82531.75769
351	82525.5609
352	82459.35126
353	82390.41458
354	82346.90755
355	82321.19627
356	82274.20409
357	82223.01785
358	82162.47016
359	82076.14221
360	82022.60923
361	81953.89739
362	81907.56739
363	81861.85398
364	81826.60774
365	81785.65297
366	81732.39792
367	81657.98488
368	81607.50166
369	81565.40377
370	81520.1673
371	81479.44155
372	81439.88276
373	81348.34752
374	81251.59271
375	81173.3057
376	81072.2703
377	81007.12046
378	80922.59032
379	80872.46579
380	80799.12604
381	80738.977
382	80699.55989
383	80650.41458
384	80599.66693
385	80561.79589
386	80518.87163
387	80479.02492
388	80460.53116
389	80413.96142
390	80400.52126
391	80379.88883
392	80329.07454
393	80315.79722
394	80252.19437
395	80202.05111
396	80148.2311
397	80102.11522
398	80046.33106
399	80011.86404
400	79963.10576
401	79889.17689
402	79851.82208
403	79805.08056
404	79730.48995
405	79699.7382
406	79671.45503
407	79612.77335
408	79580.30137
409	79525.33546
410	79523.86064
411	79470.95199
412	79425.54073
413	79373.34952
414	79329.19645
415	79282.42976
416	79202.03537
417	79199.26641
418	79141.96986
419	79099.57665
420	79061.90503
421	78967.13251
422	78901.47625
423	78843.40005
424	78802.29143
425	78760.29976
426	78705.05075
427	78659.04554
428	78638.37195
429	78559.68217
430	78516.79721
431	78490.59924
432	78437.52139
433	78425.09196
434	78358.89992
435	78322.78131
436	78268.1473
437	78165.77815
438	78112.93834
439	78110.37318
440	78076.20206
441	78028.57522
442	78000.42092
443	77952.25238
444	77911.17279
445	77856.30452
446	77817.20532
447	77754.37413
448	77704.08116
449	77657.11412
450	77616.86846
451	77584.91004
452	77543.03144
453	77498.57429
454	77448.68015
455	77444.25694
456	77412.07205
457	77409.08037
458	77394.48325
459	77349.2738
460	77311.26628
461	77273.54517
462	77210.75015
463	77164.51046
464	77161.4804
465	77118.99434
466	77076.35513
467	77020.12953
468	76985.92427
469	76963.36294
470	76909.25755
471	76878.73021
472	76817.70071
473	76772.71548
474	76717.07451
475	76689.22306
476	76654.64814
477	76652.49987
478	76606.07835
479	76535.38013
480	76463.27319
481	76409.92965
482	76367.59018
483	76328.51385
484	76285.26697
485	76236.87374
486	76233.51947
487	76169.40632
488	76167.14629
489	76160.79978
490	76109.14416
491	76092.45698
492	76040.38275
493	75987.35873
494	75952.83152
495	75899.19736
496	75878.82052
497	75837.14346
498	75795.92796
499	75731.63249
500	75725.17744
501	75693.11067
502	75615.02214
503	75564.23879
504	75526.67411
505	75469.25493
506	75430.82032
507	75375.43171
508	75350.58391
509	75298.03901
510	75259.91033
511	75194.02776
512	75157.53026
513	75155.5511
514	75120.59202
515	75098.11053
516	75055.5997
517	75017.78996
518	74999.19339
519	74969.13103
520	74963.42403
521	74915.39959
522	74873.41764
523	74817.26677
524	74755.08355
525	74721.75484
526	74691.95414
527	74629.98162
528	74591.3509
529	74488.82733
530	74470.62143
531	74425.18914
532	74384.40237
533	74360.51909
534	74326.44999
535	74239.89116
536	74192.17465
537	74186.09614
538	74124.106
539	74076.51603
540	74042.75608
541	73996.51045
542	73969.91569
543	73923.33425
544	73889.67298
545	73856.62131
546	73836.5544
547	73787.27157
548	73737.66873
549	73711.98494
550	73662.58329
551	73620.04959
552	73573.57745
553	73534.44188
554	73510.04935
555	73446.32939
556	73419.09364
557	73374.2389
558	73310.80494
559	73232.94232
560	73187.99722
561	73145.25855
562	73098.94261
563	73053.71419
564	72995.71639
565	72950.21199
566	72912.1315
567	72889.46261
568	72885.96558
569	72847.74203
570	72825.81809
571	72803.51873
572	72762.81241
573	72711.48082
574	72674.67361
575	72643.42868
576	72611.69119
577	72590.82464
578	72585.8252
579	72584.25682
580	72540.81145
581	72513.81865
582	72451.87783
583	72414.39296
584	72393.1352
585	72370.13369
586	72324.38069
587	72294.40413
588	72247.16135
589	72218.87803
590	72204.77334
591	72178.66439
592	72149.92215
593	72120.10506
594	72068.00568
595	72061.17068
596	72023.05283
597	71964.52542
598	71936.08185
599	71906.09429
600	71873.86944
601	71834.85134
602	71804.94655
603	71755.6988
604	71730.02538
605	71690.36713
606	71646.03409
607	71612.01001
608	71587.29351
609	71543.3988
610	71488.51377
611	71461.9697
612	71420.60415
613	71395.44104
614	71353.59072
615	71351.81346
616	71292.95087
617	71291.46499
618	71245.44342
619	71241.16166
620	71208.08524
621	71171.97227
622	71109.54126
623	71086.7485
624	71061.76839
625	71059.72211
626	71057.90086
627	71013.48246
628	70973.2928
629	70952.55137
630	70928.98396
631	70885.81368
632	70860.41248
633	70836.90668
634	70806.40825
635	70760.86721
636	70742.48672
637	70717.35297
638	70690.5736
639	70651.53296
640	70629.38793
641	70621.63633
642	70607.57864
643	70577.36213
644	70562.36053
645	70533.02618
646	70508.55014
647	70480.32424
648	70456.98051
649	70431.45077
650	70412.73702
651	70406.56366
652	70391.9046
653	70385.12571
654	70358.15006
655	70335.32048
656	70293.47819
657	70248.69518
658	70215.68322
659	70180.66175
660	70150.64406
661	70136.62054
662	70092.80171
663	70062.80492
664	70016.94868
665	69949.96502
666	69916.76257
667	69867.43606
668	69818.99795
669	69775.95146
670	69755.35041
671	69721.69237
672	69699.79574
673	69677.59188
674	69647.50616
675	69622.55296
676	69586.10975
677	69554.01089
678	69525.97943
679	69497.29678
680	69471.45239
681	69437.15788
682	69409.11775
683	69392.01233
684	69375.70527
685	69356.57135
686	69314.08118
687	69281.08974
688	69244.75844
689	69218.13611
690	69180.38072
691	69159.75681
692	69139.96004
693	69100.37342
694	69065.65041
695	69039.31435
696	68983.6586
697	68945.54202
698	68919.55293
699	68874.29761
700	68852.79786
701	68839.92658
702	68810.83797
703	68788.42181
704	68766.48197
705	68690.82396
706	68681.01209
707	68679.12037
708	68648.64527
709	68640.32111
710	68610.80845
711	68580.53338
712	68574.11785
713	68548.10076
714	68507.16145
715	68499.13226
716	68477.98739
717	68453.31297
718	68428.63616
719	68368.23961
720	68360.51173
721	68358.68122
722	68296.64045
723	68277.3816
724	68263.91631
725	68222.05219
726	68202.77268
727	68185.17549
728	68181.31936
729	68121.93027
730	68077.5239
731	68059.75579
732	68052.06503
733	68032.14651
734	67999.03461
735	67985.41173
736	67980.31354
737	67903.98985
738	67867.89252
739	67839.4014
740	67800.56398
741	67761.6238
742	67734.18873
743	67690.4176
744	67657.42576
745	67642.20449
746	67619.76893
747	67611.37691
748	67590.95075
749	67575.94098
750	67574.21304
751	67566.5654
752	67504.72347
753	67471.01682
754	67453.72706
755	67390.73448
756	67381.51421
757	67379.82084
758	67318.00261
759	67266.24455
760	67248.68442
761	67222.07818
762	67195.55662
763	67178.35919
764	67174.71678
765	67107.26062
766	67091.39502
767	67079.27003
768	67073.71881
769	67059.49001
770	67032.36791
771	67018.12544
772	66975.05513
773	66941.33961
774	66905.95982
775	66890.05182
776	66863.86855
777	66844.74689
778	66830.39571
779	66821.04077
780	66789.25261
781	66783.52651
782	66755.96793
783	66741.7362
784	66714.55862
785	66688.30802
786	66672.47366
787	66667.26726
788	66632.23171
789	66597.86885
790	66580.7876
791	66569.9533
792	66558.46427
793	66552.92526
794	66494.36079
795	66471.91821
796	66450.35421
797	66421.64078
798	66412.42908
799	66403.51584
800	66358.69719
801	66349.38706
802	66345.76289
803	66325.90302
804	66282.38847
805	66255.9483
806	66251.74631
807	66236.69257
808	66217.30644
809	66177.13498
810	66171.83168
811	66149.37032
812	66134.34323
813	66130.15847
814	66098.677
815	66074.71898
816	66054.00451
817	66047.18523
818	66023.06043
819	66019.49592
820	66003.93275
821	65993.09238
822	65960.54637
823	65945.45214
824	65928.67843
825	65889.09182
826	65873.68562
827	65865.15887
828	65844.55117
829	65832.9838
830	65819.66749
831	65809.30318
832	65796.60336
833	65775.02661
834	65752.18322
835	65712.87257
836	65698.86401
837	65680.44785
838	65662.94343
839	65637.93244
840	65605.62144
841	65591.98719
842	65569.40848
843	65547.92653
844	65492.14135
845	65471.31996
846	65464.52711
847	65443.50829
848	65421.65118
849	65407.65072
850	65388.67497
851	65353.7248
852	65331.98702
853	65304.71874
854	65283.30659
855	65220.16893
856	65198.67529
857	65143.85956
858	65118.55248
859	65097.12695
860	65082.25588
861	65059.49662
862	65041.98783
863	65033.13649
864	64993.10172
865	64974.35425
866	64917.48062
867	64894.37999
868	64892.76567
869	64884.22924
870	64847.85812
871	64846.22146
872	64835.37501
873	64784.71412
874	64759.46281
875	64733.31167
876	64720.67359
877	64693.50021
878	64679.10123
879	64648.01997
880	64625.24711
881	64624.24499
882	64604.57874
883	64592.00901
884	64573.75358
885	64530.04365
886	64496.42722
887	64483.05989
888	64453.00458
889	64430.84123
890	64407.03976
891	64405.76649
892	64395.4888
893	64379.79903
894	64366.51589
895	64365.00977
896	64349.27856
897	64327.05552
898	64302.6244
899	64288.93944
900	64266.40949
901	64253.19932
902	64212.84132
903	64211.48468
904	64205.0475
905	64203.71796
906	64182.80955
907	64170.71339
908	64152.73872
909	64133.19985
910	64110.01989
911	64108.25951
912	64079.38703
913	64059.07711
914	64033.205
915	63997.68238
916	63960.04617
917	63929.15187
918	63913.26081
919	63895.10362
920	63879.83551
921	63872.98424
922	63858.70703
923	63839.45129
924	63823.94906
925	63809.94931
926	63800.55987
927	63787.8742
928	63779.31682
929	63740.96674
930	63717.11675
931	63680.53051
932	63659.26488
933	63643.14942
934	63634.06747
935	63592.82735
936	63568.62554
937	63558.52777
938	63543.93849
939	63524.39452
940	63497.69681
941	63493.73062
942	63481.35122
943	63465.18435
944	63436.72868
945	63426.7971
946	63407.3103
947	63396.05036
948	63389.02134
949	63366.03352
950	63333.65125
951	63317.14566
952	63303.84897
953	63299.3901
954	63286.44601
955	63269.22112
956	63249.96144
957	63232.02295
958	63213.25939
959	63189.19847
960	63179.28713
961	63160.73104
962	63144.69681
963	63128.11587
964	63116.07955
965	63098.42012
966	63080.08895
967	63060.17839
968	63044.17547
969	63032.59616
970	63010.65864
971	62990.49213
972	62976.9458
973	62960.67741
974	62948.94824
975	62930.15212
976	62914.15722
977	62899.39582
978	62869.16741
979	62867.97036
980	62855.11742
981	62853.94446
982	62836.75685
983	62818.6057
984	62808.02642
985	62796.31033
986	62790.57701
987	62780.944
988	62772.7666
989	62755.73163
990	62744.38555
991	62733.2904
992	62716.5286
993	62698.98651
994	62680.19533
995	62663.09807
996	62645.20488
997	62635.27398
998	62616.32678
999	62608.05561
1000	62587.9672
1001	62577.93466
1002	62566.94166
1003	62554.95723
1004	62520.56979
1005	62502.73465
1006	62501.62831
1007	62487.93817
1008	62478.05597
1009	62467.9748
1010	62437.56645
1011	62427.96541
1012	62405.70355
1013	62381.35005
1014	62371.05452
1015	62346.07081
1016	62334.07756
1017	62313.57699
1018	62274.06929
1019	62253.22093
1020	62241.33008
1021	62237.58852
1022	62218.34972
1023	62208.86432
1024	62187.74427
1025	62186.79689
1026	62157.42622
1027	62146.0427
1028	62140.51771
1029	62139.59553
1030	62106.54969
1031	62086.44504
1032	62056.26537
1033	62034.19208
1034	62022.42536
1035	62011.3567
1036	61983.99121
1037	61968.86934
1038	61957.51003
1039	61944.36972
1040	61920.85246
1041	61907.6619
1042	61894.14364
1043	61881.64733
1044	61862.30732
1045	61812.02795
1046	61796.72127
1047	61787.3895
1048	61765.44755
1049	61749.55594
1050	61726.00595
1051	61681.46727
1052	61666.67858
1053	61641.16674
1054	61633.70346
1055	61586.94699
1056	61569.91181
1057	61554.83736
1058	61539.02646
1059	61527.09374
1060	61505.96234
1061	61476.41349
1062	61458.97949
1063	61424.82763
1064	61413.46542
1065	61398.00635
1066	61391.39084
1067	61388.06953
1068	61369.97671
1069	61345.10777
1070	61335.84705
1071	61330.35723
1072	61298.51534
1073	61293.42479
1074	61276.71839
1075	61261.57949
1076	61239.72199
1077	61219.64054
1078	61206.57416
1079	61186.96944
1080	61152.09527
1081	61118.21205
1082	61108.38892
1083	61094.37502
1084	61062.45135
1085	61047.23525
1086	61032.70215
1087	61016.61484
1088	61007.21298
1089	60990.76933
1090	60954.8706
1091	60942.47127
1092	60928.36987
1093	60916.11041
1094	60894.70436
1095	60858.16077
1096	60848.0897
1097	60819.47328
1098	60808.72591
1099	60781.59831
1100	60764.9977
1101	60739.20344
1102	60711.31147
1103	60695.44502
1104	60686.68379
1105	60670.21634
1106	60659.86022
1107	60642.47191
1108	60632.41882
1109	60614.75758
1110	60600.08707
1111	60583.79363
1112	60555.72963
1113	60542.21219
1114	60526.92082
1115	60498.56916
1116	60482.41324
1117	60455.09862
1118	60431.70472
1119	60423.54399
1120	60405.65303
1121	60395.77621
1122	60391.33052
1123	60376.61283
1124	60364.23793
1125	60337.29956
1126	60326.72847
1127	60315.72888
1128	60302.42176
1129	60281.91729
1130	60266.97072
1131	60249.95171
1132	60239.31062
1133	60226.69055
1134	60218.05704
1135	60204.97686
1136	60184.76694
1137	60181.81549
1138	60164.02298
1139	60152.01322
1140	60131.61354
1141	60121.0399
1142	60092.70428
1143	60056.7287
1144	60029.35679
1145	60015.80615
1146	59999.77518
1147	59985.46187
1148	59964.64714
1149	59953.79559
1150	59945.85219
1151	59930.62969
1152	59902.67676
1153	59866.61011
1154	59863.91825
1155	59852.56454
1156	59830.66593
1157	59811.83467
1158	59788.61186
1159	59774.52416
1160	59767.2756
1161	59750.75501
1162	59749.15179
1163	59736.36053
1164	59728.17906
1165	59719.24107
1166	59700.59279
1167	59670.32458
1168	59653.92975
1169	59640.75599
1170	59611.42381
1171	59594.65845
1172	59578.12882
1173	59568.8213
1174	59551.09604
1175	59537.72751
1176	59536.80505
1177	59522.31508
1178	59507.82495
1179	59466.58498
1180	59450.62871
1181	59425.96298
1182	59423.07818
1183	59399.17279
1184	59381.6057
1185	59371.42194
1186	59349.51513
1187	59339.35038
1188	59325.637
1189	59316.95808
1190	59300.36724
1191	59286.93297
1192	59273.77399
1193	59259.61631
1194	59249.41709
1195	59216.52506
1196	59201.08065
1197	59191.86836
1198	59183.58068
1199	59164.68415
1200	59140.89011
1201	59128.24511
1202	59115.31856
1203	59103.17909
1204	59087.60543
1205	59073.83848
1206	59053.94987
1207	59031.09057
1208	59014.9116
1209	59005.71581
1210	58990.34101
1211	58981.11924
1212	58969.49791
1213	58960.34437
1214	58938.41345
1215	58922.9763
1216	58908.96134
1217	58893.74342
1218	58883.2086
1219	58871.48146
1220	58846.24662
1221	58834.97
1222	58826.91223
1223	58812.63473
1224	58786.59317
1225	58767.98544
1226	58760.12825
1227	58745.68494
1228	58734.81646
1229	58733.05832
1230	58715.00929
1231	58695.00018
1232	58671.6351
1233	58661.79325
1234	58641.9071
1235	58632.74652
1236	58604.71215
1237	58585.40136
1238	58569.54594
1239	58554.13293
1240	58533.79084
1241	58511.71381
1242	58502.12009
1243	58491.44495
1244	58474.48148
1245	58470.92248
1246	58460.43849
1247	58449.40099
1248	58442.82344
1249	58430.12982
1250	58411.99506
1251	58405.10391
1252	58392.80341
1253	58371.61599
1254	58359.25829
1255	58339.63169
1256	58320.17193
1257	58304.4259
1258	58293.14741
1259	58270.07385
1260	58255.9243
1261	58238.38844
1262	58219.45529
1263	58206.95127
1264	58195.36869
1265	58185.50322
1266	58170.04935
1267	58157.92292
1268	58143.44676
1269	58122.5175
1270	58115.47725
1271	58104.64437
1272	58092.50043
1273	58091.08106
1274	58085.75023
1275	58067.05975
1276	58043.74945
1277	58031.02861
1278	58018.55107
1279	57989.36534
1280	57979.84775
1281	57956.7782
1282	57943.88201
1283	57943.17121
1284	57931.95217
1285	57915.77581
1286	57903.33663
1287	57889.85109
1288	57880.71844
1289	57868.12156
1290	57851.30267
1291	57844.2508
1292	57830.86769
1293	57830.17604
1294	57815.45403
1295	57814.5009
1296	57796.79132
1297	57783.31519
1298	57769.32603
1299	57759.71446
1300	57752.5415
1301	57751.26237
1302	57740.5857
1303	57728.775
1304	57717.47718
1305	57706.02773
1306	57705.4876
1307	57690.96679
1308	57677.85245
1309	57660.49157
1310	57645.08861
1311	57638.1307
1312	57626.66539
1313	57615.01093
1314	57592.46201
1315	57574.73803
1316	57547.29314
1317	57539.19314
1318	57532.12374
1319	57525.0959
1320	57511.32467
1321	57502.50155
1322	57484.36452
1323	57475.7456
1324	57465.5688
1325	57464.22669
1326	57445.78951
1327	57444.42682
1328	57436.54753
1329	57422.73596
1330	57410.64616
1331	57396.15149
1332	57387.26839
1333	57377.92356
1334	57348.36187
1335	57326.04459
1336	57315.6147
1337	57309.18414
1338	57296.14536
1339	57284.20395
1340	57273.91602
1341	57263.78008
1342	57247.56503
1343	57234.33732
1344	57230.04537
1345	57229.12585
1346	57213.23411
1347	57197.30454
1348	57163.56831
1349	57153.14402
1350	57148.55051
1351	57143.38689
1352	57123.10974
1353	57108.97968
1354	57100.68141
1355	57092.02071
1356	57069.64532
1357	57051.74809
1358	57031.15455
1359	57018.30322
1360	57004.3481
1361	56996.19435
1362	56976.44875
1363	56965.28755
1364	56957.45092
1365	56937.72669
1366	56927.27615
1367	56919.72052
1368	56909.70891
1369	56893.96566
1370	56882.96517
1371	56872.0721
1372	56852.15584
1373	56841.90693
1374	56827.63062
1375	56820.56564
1376	56808.24574
1377	56789.03761
1378	56776.81986
1379	56765.04991
1380	56745.9503
1381	56740.3858
1382	56730.05026
1383	56715.34963
1384	56704.36368
1385	56689.97163
1386	56680.49762
1387	56673.56884
1388	56658.71825
1389	56639.40735
1390	56626.4821
1391	56603.46937
1392	56593.53464
1393	56572.30753
1394	56559.51053
1395	56549.16671
1396	56530.5275
1397	56514.46205
1398	56493.35778
1399	56486.45921
1400	56467.14301
1401	56456.13726
1402	56437.10962
1403	56421.68299
1404	56385.59681
1405	56368.69095
1406	56353.4424
1407	56337.87288
1408	56333.70892
1409	56332.16496
1410	56295.62393
1411	56283.6372
1412	56271.69914
1413	56249.22966
1414	56224.13432
1415	56199.81269
1416	56183.83615
1417	56171.74653
1418	56159.79989
1419	56141.34092
1420	56115.53693
1421	56106.67402
1422	56096.00976
1423	56083.99387
1424	56073.18066
1425	56055.68169
1426	56039.24264
1427	56038.31577
1428	56031.76293
1429	56009.65303
1430	56006.24154
1431	55994.14405
1432	55988.99746
1433	55979.06557
1434	55955.3083
1435	55941.42496
1436	55922.11423
1437	55905.06327
1438	55900.74697
1439	55895.53867
1440	55884.0309
1441	55862.97919
1442	55848.72725
1443	55843.5932
1444	55829.1914
1445	55805.91851
1446	55799.2597
1447	55785.0594
1448	55775.86984
1449	55765.35669
1450	55759.37184
1451	55749.59275
1452	55732.66091
1453	55716.89993
1454	55709.17872
1455	55695.39458
1456	55681.57271
1457	55675.87488
1458	55657.0053
1459	55631.52015
1460	55626.71949
1461	55606.68675
1462	55600.05668
1463	55589.49527
1464	55577.86708
1465	55569.42362
1466	55564.12419
1467	55557.34248
1468	55552.88508
1469	55541.55323
1470	55537.00613
1471	55528.75325
1472	55511.64991
1473	55487.77631
1474	55470.44077
1475	55455.16093
1476	55449.52448
1477	55433.81425
1478	55427.68156
1479	55404.19172
1480	55394.18961
1481	55385.11967
1482	55371.1887
1483	55357.72887
1484	55349.6218
1485	55338.00928
1486	55315.12435
1487	55308.82978
1488	55302.26905
1489	55290.7321
1490	55276.38359
1491	55269.59887
1492	55257.39542
1493	55244.05942
1494	55234.50851
1495	55212.11723
1496	55204.49658
1497	55198.04301
1498	55193.14901
1499	55186.32472
1500	55177.37959
1501	55159.4689
1502	55147.90094
1503	55126.03251
1504	55110.91784
1505	55102.52506
1506	55090.26701
1507	55082.69242
1508	55074.43044
1509	55044.94485
1510	55038.52535
1511	55021.773
1512	55012.88761
1513	55000.40389
1514	54992.17229
1515	54983.14066
1516	54972.75531
1517	54967.27516
1518	54963.4182
1519	54960.27432
1520	54950.0061
1521	54936.58767
1522	54921.65591
1523	54910.56277
1524	54904.21106
1525	54887.21468
1526	54885.69563
1527	54874.43924
1528	54873.13619
1529	54870.87929
1530	54861.49734
1531	54845.27779
1532	54838.94985
1533	54828.26765
1534	54816.01707
1535	54809.67901
1536	54804.74604
1537	54794.24383
1538	54790.46139
1539	54771.14625
1540	54756.84534
1541	54745.53273
1542	54720.42947
1543	54699.35475
1544	54691.80784
1545	54681.87286
1546	54671.59295
1547	54669.25592
1548	54663.53456
1549	54654.50236
1550	54650.92262
1551	54641.17754
1552	54634.87041
1553	54628.95238
1554	54607.98911
1555	54589.75384
1556	54580.38533
1557	54571.15045
1558	54556.45576
1559	54547.79448
1560	54539.46732
1561	54538.17543
1562	54513.99809
1563	54504.08303
1564	54483.30636
1565	54474.05467
1566	54465.02154
1567	54459.68439
1568	54446.8028
1569	54435.52008
1570	54421.09793
1571	54403.88401
1572	54391.2191
1573	54378.68686
1574	54370.33229
1575	54361.09781
1576	54349.38743
1577	54339.64966
1578	54327.07858
1579	54315.70182
1580	54302.7902
1581	54292.73416
1582	54275.92605
1583	54266.64038
1584	54259.13285
1585	54257.09828
1586	54250.10574
1587	54227.70427
1588	54213.98641
1589	54203.13872
1590	54180.73957
1591	54171.74577
1592	54157.5052
1593	54146.23193
1594	54143.22038
1595	54138.46615
1596	54126.77723
1597	54117.02187
1598	54113.76801
1599	54103.53656
1600	54102.85286
1601	54098.42899
1602	54091.12392
1603	54076.27178
1604	54071.758
1605	54050.84988
1606	54046.38777
1607	54034.23
1608	54024.00181
1609	54004.73341
1610	53993.97249
1611	53972.43455
1612	53971.45828
1613	53959.63959
1614	53949.72027
1615	53922.61674
1616	53922.13059
1617	53914.81979
1618	53902.64426
1619	53888.74483
1620	53877.63686
1621	53867.75031
1622	53856.11132
1623	53844.5698
1624	53843.25787
1625	53831.85732
1626	53821.18657
1627	53807.70982
1628	53798.24853
1629	53797.18166
1630	53784.38332
1631	53763.82672
1632	53753.3949
1633	53744.93331
1634	53737.41287
1635	53723.95515
1636	53715.54524
1637	53706.92403
1638	53698.3588
1639	53675.86313
1640	53662.52457
1641	53650.53206
1642	53643.39223
1643	53634.08518
1644	53622.73346
1645	53610.57862
1646	53598.69192
1647	53576.8514
1648	53569.61288
1649	53559.2341
1650	53540.07458
1651	53535.70738
1652	53523.08817
1653	53507.56865
1654	53497.3476
1655	53485.78104
1656	53476.0228
1657	53469.58929
1658	53457.01528
1659	53447.08929
1660	53441.88734
1661	53429.83765
1662	53415.62611
1663	53407.87868
1664	53395.97466
1665	53385.12041
1666	53375.65434
1667	53355.53322
